AA制	ei˥ ei˥ ʦɐi˧
㞙	niːu˨
㞚	kʰaːi˧
㞛	kei˧˥
㞜	tʰɵy˥
㞟	tiːn˨
㞠	liːu˨˩
㞡	ʦiːn˧˥
㞢	ʦiː˥
㞣	fɐn˥
㞤	saːm˨˩
㞥	ʦʰiːp̚˧
㞦	kei˧˥
㞧	uːi˨
㞨	ʦiː˥
㞩	laːm˨˩
㞪	mɐu˨
㞫	ʦaːu˧˥
㞭	taːi˨
㞯	ʦiːt̚˧
㞰	hɵy˧˥
㞱	ʦʰʊŋ˥
㞲	ʦʊŋ˨
㞳	tɐu˧˥
㞴	ʦʰiː˨˩
㞵	tʰou˥
㞶	mɐn˨˩
㞷	wɔːŋ˨˩
㞸	sɵy˧
㞹	hɔː˧˥
㞺	ʦʊk̚˨
㞻	hou˨
㞼	niːp̚˨
㞽	hyːt̚˧
㞾	nei˨˩
㞿	kʰei˨˩
㟀	liːn˨˩
㟁	ŋɐŋ˨
㟂	mou˩˧
㟃	siː˥
㟄	ʦʰœːŋ˨˩
㟅	ou˧˥
㟆	kʷaːi˧
㟇	ʦʰɔː˨˩
㟈	kʰɐu˨˩
㟉	lou˨˩
㟊	fuː˥
㟋	tɵy˧
㟌	mɔːŋ˨˩
㟍	lɔːŋ˨˩
㟎	tʰɔː˩˧
㟏	hɐm˨˩
㟐	mɔːŋ˩˧
㟑	puːt̚˨
㟒	kʷʰɐn˥
㟓	kʰei˨˩
㟔	hɐm˨˩
㟖	lʊŋ˨
㟗	pɐn˥
㟘	tʰiːu˨˩
㟙	ʦaːk̚˨
㟚	kʰei˨˩
㟛	ʦɐn˧˥
㟜	nei˨˩
㟝	pʰuːi˨˩
㟞	ʦɐn˧˥
㟟	hɔːŋ˧˥
㟠	kɔːŋ˥
㟢	kʰei˨˩
㟤	lʊk̚˨
㟥	ʦʰaːm˥
㟦	wɐn˨
㟧	hɔːn˨
㟨	ʦʰyːn˨˩
㟩	mɐn˨˩
㟪	waːi˥
㟫	ʦʰyːn˨˩
㟬	saːu˧˥
㟭	mɐn˨˩
㟮	taːt̚˨
㟰	mɪŋ˩˧
㟱	ŋɐu˩˧
㟲	ʦyːn˨˩
㟳	kɐk̚˧
㟴	fɐi˧
㟵	kɔːŋ˥
㟶	ʦyːn˨˩
㟷	tɐp̚˧
㟸	kou˥
㟹	liːu˨˩
㟺	laːu˨˩
㟻	ʦʰiːm˧
㟼	ŋou˨˩
㟽	piːu˧˥
㟾	ʦʊŋ˨˩
㟿	mɔːŋ˩˧
㠀	tou˧˥
㠁	ʦʰaːm˥
㠂	ŋou˨˩
㠄	ʦaːp̚˨
㠅	fʊk̚˥
㠆	taːn˥
㠇	ʦɐu˨
㠈	ʦɵn˨
㠉	hiːu˥
㠊	kʰɵy˥
㠋	ŋɔːk̚˨
㠌	hei˥
㠍	ʦʰaːp̚˥
㠎	ʦaːp̚˨
㠐	ʦʰaː˨˩
㠑	ʦɵy˨
㠒	piːu˧˥
㠓	mʊŋ˨˩
㠔	pɐi˧
㠕	waːi˩˧
㠖	ʦiː˨˩
㠗	pei˥
㠘	ʦɵy˨
㠙	hou˨˩
㠚	tɵy˧
㠜	ʦɪk̚˨
㠝	ʦʰyːn˨˩
㠟	lɐi˨˩
㠠	lou˨˩
㠡	mʊk̚˨
㠢	wɐi˨˩
㠥	lɵy˨
㠦	fʊŋ˥
㠧	mei˩˧
㠨	kʷaːt̚˥
㠩	fɔːŋ˥
㠪	kɵy˨
㠭	ʦiːn˧˥
㠮	pʰɐŋ˥
㠱	kei˨
㠲	paːt̚˨
㠴	ʦaːn˨
㠵	fɔːŋ˥
㠶	faːn˨˩
㠷	kɔːk̚˧
㠸	fuː˧
㠹	kaːi˧
㠺	saː˥
㠻	hei˥
㠼	siː˥
㠽	tʰʊŋ˨˩
㠾	ʦyːn˥
㠿	ʦiː˥
㡀	pɐi˨
㡁	kʰɐi˧˥
㡂	lɐi˨
㡃	fɔːŋ˥
㡄	sɵn˥
㡅	nɔː˩˧
㡆	fɔːŋ˥
㡇	ʦiːp̚˧
㡈	mɐn˨
㡉	ʦiːn˨˩
㡊	haːp̚˥
㡋	ʦiːm˥
㡎	saːm˥
㡏	sɔː˥
㡐	ʦiːn˥
㡑	hɐu˥
㡒	ʦɵn˥
㡓	kʷʰaːn˥
㡔	mou˨
㡕	ʦɪŋ˥
㡖	ʦʰɔːŋ˨˩
㡗	tʰɐi˨˩
㡘	liːm˨˩
㡙	pei˥
㡚	haːt̚˨
㡛	mɔːŋ˨˩
㡜	syːt̚˧
㡝	fʊŋ˨
㡞	laːu˨˩
㡟	ʦou˥
㡠	ʦɪŋ˧
㡡	ʦʰyː˨˩
㡢	maːn˨
㡣	lʊŋ˨˩
㡥	ʦaːn˧˥
㡦	paːn˥
㡧	ʦʰœːŋ˥
㡨	ʦʰiːn˥
㡩	lyːn˨˩
㡫	ʦiː˧
㡭	kɐi˧
㡮	kaːp̚˨
㡯	tɔːk̚˨
㡰	ʦyː˩˧
㡱	kaːu˧
㡲	waːn˨˩
㡳	ʦiː˧˥
㡴	kʰaːp̚˥
㡵	lɪŋ˨˩
㡶	ʦiː˧˥
㡷	puːn˧˥
㡸	ʦaː˧
㡹	ʦɵy˥
㡺	taːn˧
㡻	liːu˨
㡼	ʦiː˨
㡽	ʦiːu˨
㡾	haːn˨
㡿	ʦʰɪk̚˥
㢀	ʦʰiː˧
㢁	ʦʰiː˧˥
㢂	ʦiːm˩˧
㢃	lɔːŋ˨˩
㢄	ʦʰiːm˥
㢅	lʊŋ˨
㢆	ʦʰiːn˨˩
㢈	tʰɵy˨˩
㢉	ʦʰaː˨˩
㢊	aːi˧˥
㢋	ʦʰiː˧˥
㢍	ʦɪŋ˧˥
㢎	ʦʰɐp̚˧
㢏	tʰɐu˨˩
㢑	tʰɵy˨˩
㢒	ʦʰaː˨˩
㢓	ʦœːŋ˧
㢔	ʦʰʊŋ˥
㢕	ʦʊŋ˥
㢖	pʰuːn˥
㢙	kaːn˧˥
㢚	lou˩˧
㢛	ʦiːm˨
㢜	kʰɔːŋ˧˥
㢞	ʦiː˨
㢟	ʦʰiːn˧˥
㢠	kʷɪŋ˧˥
㢡	ʦʰɵy˥
㢣	kʰɪŋ˨˩
㢥	tʊŋ˨
㢦	kɔː˥
㢧	kyːn˧˥
㢨	hɔːn˨
㢩	tɪk̚˥
㢪	uː˥
㢬	wɐŋ˨˩
㢭	tʰou˥
㢮	ʦʰiː˨˩
㢯	tɵn˥
㢰	pei˨
㢲	saːn˥
㢳	lou˨˩
㢴	sɐi˥
㢵	hiːp̚˧
㢶	pɐt̚˨
㢸	paːt̚˨
㢺	ʦiːn˧˥
㢻	waːi˧˥
㢼	piːt̚˧
㢽	nei˨
㢾	kyːn˧
㣀	ʦɐn˧
㣁	paːi˧
㣂	ʦɪk̚˨
㣃	ʦʊk̚˨
㣄	kʰɵy˨˩
㣅	ʦɐm˥
㣆	nei˨˩
㣇	ʦʰaː˧
㣈	siː˧
㣉	kʊŋ˥
㣋	taːn˥
㣌	saːm˧
㣍	ʦʰiːu˥
㣎	mɐn˨
㣏	ʦɪŋ˨
㣐	piːn˧
㣑	ʦʊŋ˨˩
㣒	saːŋ˧
㣓	ʦʰaːn˧
㣔	tɪŋ˥
㣘	kʰɵy˥
㣙	tɛːk̚˨
㣚	tʰʊŋ˧˥
㣛	tɐp̚˨
㣜	haːŋ˨˩
㣝	sʊŋ˥
㣞	tyːt̚˨
㣟	hei˧
㣠	tʰou˨˩
㣢	taːi˥
㣣	saːm˧˥
㣤	ʦʰiːn˩˧
㣥	ʦiː˨
㣦	wɐi˥
㣧	ʦaːn˨
㣪	uːn˨
㣫	tʊŋ˧˥
㣬	ʦʰɐp̚˥
㣭	ʦʊŋ˥
㣯	siːt̚˧
㣰	sɪk̚˥
㣱	ʦɐk̚˧
㣲	mei˨˩
㣵	tʰaːt̚˧
㣶	ʦiːn˥
㣷	nɪŋ˨
㣺	sɐm˥
㣻	ŋɐi˨
㣼	ʦaːn˧˥
㣽	syː˧
㣾	ʦʰaː˧
㣿	ʦʰœːk̚˧
㤁	tʰiːm˧˥
㤂	kɐp̚˥
㤃	fɔːŋ˥
㤄	pʰuːi˧
㤅	ɔːi˧
㤆	faːn˧˥
㤇	ou˧˥
㤈	saːm˧
㤉	kʰaː˧
㤊	haːu˨
㤋	fɐn˥
㤌	kaːm˥
㤍	tiːu˨
㤎	kɔː˥
㤏	tʰʊŋ˨˩
㤐	tʰiːp̚˧
㤑	ʦaːu˨
㤒	kou˥
㤓	pɐn˨
㤔	fuː˨
㤕	ʦɵt̚˥
㤖	nɔː˨
㤘	ʦaːu˧
㤚	hɔːŋ˧˥
㤛	ʦaːm˨
㤜	kʰyːt̚˧
㤝	ʦʰʊŋ˥
㤞	ʦʰaː˧
㤟	kʰʊŋ˧˥
㤠	laːu˨˩
㤡	lɐi˨
㤢	ʦʊk̚˥
㤣	pʰaːŋ˥
㤤	ʦyː˨˩
㤥	hɔːi˨
㤦	lei˨
㤧	hɐu˨˩
㤨	kʊŋ˧˥
㤩	kʰɔːk̚˧
㤪	wɐn˨˩
㤫	taːk̚˥
㤬	wɐi˨
㤭	kiːu˥
㤮	kʷɔːŋ˧˥
㤯	kʷɪŋ˧˥
㤰	ʦɔːk̚˧
㤱	fuː˧
㤲	hɐp̚˨
㤳	paːk̚˥
㤴	ʦʰɐp̚˧
㤵	ʦʰiː˨˩
㤶	pʰɔːŋ˨˩
㤷	haːm˨˩
㤸	ʦɪk̚˥
㤹	kaːu˧
㤺	fɔːŋ˧˥
㤻	nɐn˧˥
㤽	ʦʰɐu˨˩
㤾	sɐn˧
㤿	iːm˥
㥀	taːk̚˥
㥁	tɐk̚˥
㥂	tʰɪk̚˥
㥃	muːn˨
㥄	lɪŋ˨˩
㥅	sɐu˨
㥆	tʰɵy˧
㥇	ʦʰɐn˥
㥈	tiːp̚˨
㥉	pʰei˥
㥊	pʰɐŋ˨˩
㥋	ʦiː˥
㥌	kʊk̚˥
㥍	kei˨
㥎	laːi˨˩
㥏	tʰiːn˧˥
㥐	ʦyːn˧
㥑	ʦaːu˥
㥒	ʦʰɔːi˧˥
㥓	ʦiː˧˥
㥔	ʦʊk̚˨
㥕	liːn˨˩
㥖	ʦʰʊŋ˥
㥚	ʦyː˨˩
㥛	kɪk̚˨
㥜	syːt̚˧
㥝	maːi˩˧
㥞	sɵy˨
㥟	kʷʰaːi˨˩
㥠	sɵy˥
㥡	hei˧
㥢	ʦaːu˥
㥣	wɐi˨
㥤	kɪŋ˥
㥥	ʦyː˨˩
㥧	sɵn˨
㥨	ʦʰɵy˨˩
㥩	tɔː˧˥
㥪	lɐu˨˩
㥫	tɵn˥
㥬	pʰɔːŋ˨˩
㥭	tʰaːi˧
㥯	ʦaːn˧˥
㥰	sou˥
㥱	fei˧˥
㥲	ʦʰɐn˥
㥳	ʦyːn˨˩
㥴	ʦiː˨˩
㥵	waːn˨˩
㥶	sɐk̚˥
㥷	aːi˧
㥸	mɐn˩˧
㥹	paːn˥
㥺	hɐp̚˨
㥼	ʦaːn˧˥
㥽	ʦʰaːk̚˧
㥾	nɪk̚˥
㥿	ŋou˨
㦀	fʊŋ˨˩
㦁	liːn˨˩
㦂	sœːŋ˨˩
㦃	ʦʰɐn˧˥
㦄	maː˨˩
㦅	taːi˧
㦆	fuː˥
㦇	lʊk̚˨
㦉	ʦʰiː˧˥
㦊	waː˨˩
㦋	ʦʰaː˥
㦌	fɐt̚˥
㦍	ŋɔːk̚˨
㦏	sɵn˧˥
㦐	nei˨
㦑	haːm˥
㦒	laːi˨˩
㦓	ʦiːn˨
㦔	ʦiːm˥
㦕	lʊŋ˨˩
㦖	muːn˨
㦗	kaːm˥
㦘	kɪk̚˥
㦚	piːn˧˥
㦜	waː˨
㦝	pɔːk̚˨
㦟	fɐt̚˧
㦡	lɔːk̚˧
㦢	ʦiːt̚˧
㦣	ɐt̚˧
㦤	ʦiː˧
㦥	hyːn˥
㦦	hɐk̚˥
㦧	ʦʰaːm˧˥
㦨	laːn˩˧
㦩	ʦaːn˧˥
㦫	ʦaːt̚˧
㦬	lɔː˧˥
㦭	lɪŋ˨˩
㦮	ʦʰiːn˨˩
㦯	waːk̚˨
㦰	ʦʰiːm˥
㦱	ŋɔː˩˧
㦲	ʦɔːi˥
㦴	kaːk̚˧
㦵	ʦyː˥
㦶	tiːt̚˨
㦷	ʦʊŋ˩˧
㦸	kɪk̚˥
㦹	maːi˩˧
㦺	ʦʊk̚˨
㦻	ʦaːp̚˨
㦽	kʊk̚˥
㦾	ʦiː˨˩
㦿	haːŋ˨
㧀	kɐp̚˨
㧁	hɵy˧
㧂	tʰiːn˨˩
㧃	sɐu˥
㧄	kʰaːu˨˩
㧅	mʊk̚˨
㧆	kaːn˥
㧇	mou˩˧
㧈	ʦaːn˩˧
㧉	kʰɔːi˧
㧊	pʰuːt̚˧
㧌	mou˨
㧍	fɔːŋ˧˥
㧎	ŋaː˨˩
㧏	kɔːŋ˥
㧐	sʊŋ˧˥
㧑	fɐi˥
㧒	lɵt̚˨
㧓	kʷaː˥
㧔	kʷɐi˧
㧕	lɐu˩˧
㧖	aːk̚˥
㧗	ʦʰiː˧˥
㧘	ʦiː˧
㧙	piːt̚˥
㧚	ŋaː˩˧
㧛	hiːn˥
㧜	laːp̚˧
㧝	kaː˥
㧟	kʷʰaːi˩˧
㧡	hɔːi˨
㧢	ʦaːn˥
㧣	ʦyː˥
㧤	ʦʰʊŋ˧
㧥	siːn˧˥
㧦	kʷaːŋ˥
㧧	sɔː˥
㧨	kʰɐu˨˩
㧩	pʰuːi˧
㧪	kʷaːi˧˥
㧫	ʦiː˨˩
㧬	kʊŋ˥
㧬人	ŋʊŋ˧˥ jɐn˨˩
㧬低	ŋʊŋ˧˥ tɐi˥
㧬冧	ŋʊŋ˧˥ lɐm˧
㧬落	ŋʊŋ˧˥ lɔːk̚˨
㧬跌	ŋʊŋ˧˥ tiːt̚˧
㧬门	ŋʊŋ˧˥ muːn˧˥
㧭	kʰʊŋ˨˩
㧮	pɐk̚˨
㧯	lou˩˧
㧰	lɪk̚˨
㧱	naː˨˩
㧲	sɐm˧˥
㧳	pɐi˥
㧴	ŋɔː˩˧
㧵	pɐu˧˥
㧶	hɐŋ˥
㧷	taːu˧˥
㧸	pʰaːŋ˥
㧹	tʰɪk̚˥
㧺	tɐp̚˨
㧻	tœːk̚˧
㧼	piːu˧˥
㧽	kuː˧
㧾	fɐt̚˥
㧿	ʦʰœːŋ˥
㨀	pɪŋ˧˥
㨁	ʦʰiː˩˧
㨂	ʦʰɛː˥
㨃	ʦʰɐŋ˨˩
㨃住度門	tɵy˧˥ tsyː˨ tou˨ muːn˧˥
㨃住度门	tɵy˧˥ ʦyː˨ tou˨ muːn˧˥
㨃冧	tɵy˧˥ lɐm˧
㨃鬼	tɵy˧˥ kʷɐi˧˥
㨄	ʦiːu˨
㨅	nɔːi˨
㨆	lɐm˩˧
㨆班	lɐm˨ paːn˥
㨇	fʊk̚˨
㨈	ʦɐi˥
㨉	maːn˩˧
㨊	waːi˨˩
㨋	ʦɛː˧˥
㨌	kɐu˧
㨍	pɔːŋ˥
㨎	ʦyː˨˩
㨏	tʰaːn˥
㨐	pʊk̚˥
㨑	ʦʊŋ˥
㨒	fuːi˥
㨓	lou˨˩
㨔	haːm˨
㨕	ʦɪŋ˨˩
㨖	ʦɐt̚˥
㨘	saːŋ˧˥
㨘乾淨	saːŋ˧˥ kɔːn˥ tsɛːŋ˨
㨘唔甩	saːŋ˧˥ m̩˨˩ lɐt̚˥
㨘干净	saːŋ˧˥ kɔːn˥ tsɛːŋ˨
㨘牛王	saːŋ˧˥ ŋɐu˨˩ wɔːŋ˨˩
㨘黃魚	saːŋ˧˥ wɔːŋ˨˩ jyː˧˥
㨘黄鱼	saːŋ˧˥ wɔːŋ˨˩ jyː˧˥
㨙	haːi˨˩
㨚	sɵn˥
㨛	siːm˧˥
㨜	kʰiːn˨˩
㨝	siːp̚˧
㨞	sou˧
㨟	kɔːi˥
㨠	mɪk̚˨
㨡	waːn˨˩
㨢	nɐŋ˧
㨤	kʷʰaːi˩˧
㨥	nɐp̚˨
㨦	sʊŋ˧˥
㨧	puːn˧˥
㨨	ʦʰɐu˥
㨩	ʦiːt̚˨
㨫	kaːm˧
㨭	uː˨
㨮	tɐu˥
㨯	kʷɔːk̚˧
㨰	kʷaːn˧˥
㨱	ʦiːu˨˩
㨲	ʦʰaːk̚˧
㨳	kʷaːi˧˥
㨴	kiːn˧
㨵	ʦiːn˧˥
㨶	tou˧˥
㨷	kaːm˧
㨸	pei˧
㨹	wɐi˨
㨺	miːn˩˧
㨼	lœːk̚˨
㨽	paːt̚˨
㨾	ʦœːŋ˨
㩀	kœːŋ˧
㩁	kʰɔːk̚˧
㩄	saːi˥
㩅	ʦʰɐu˥
㩆	ʦaːu˨
㩇	waːk̚˨
㩈	kʷʰaːn˥
㩉	lɐi˥
㩊	syːn˥
㩌	faːi˧
㩍	ʦʰaːk̚˧
㩎	ʦiːp̚˧
㩒	kɐm˨
㩒lift	kɐm˨ liːp̚˥
㩒䢂	kɐm˨ liːp̚˥
㩒制	kɐm˨ ʦɐi˧
㩒掣	kɐm˨ ʦɐi˧
㩒机	kɐm˨ kei˥
㩒機	kɐm˨ kei˥
㩒猎	kɐm˨ liːp̚˥
㩒釘	kɐm˨ tɛːŋ˥
㩒錢	kɐm˨ tsʰiːn˧˥
㩒錯制	kɐm˨ tsʰɔː˧ tsɐi˧
㩒錯掣	kɐm˨ tsʰɔː˧ tsɐi˧
㩒鐘	kɐm˨ tsʊŋ˥
㩒钉	kɐm˨ tɛːŋ˥
㩒钟	kɐm˨ ʦʊŋ˥
㩒钱	kɐm˨ ʦʰiːn˧˥
㩒错制	kɐm˨ ʦʰɔː˧ ʦɐi˧
㩒错掣	kɐm˨ ʦʰɔː˧ ʦɐi˧
㩒門鐘	kɐm˨ muːn˨˩ tsʊŋ˥
㩒门钟	kɐm˨ muːn˨˩ ʦʊŋ˥
㩒𨋢	kɐm˨ liːp̚˥
㩓	wɐi˧˥
㩔	tʰyːn˨˩
㩕	lɪŋ˥
㩖	kʰœːŋ˨˩
㩘	hei˥
㩙	niːm˧˥
㩚	mʊŋ˨˩
㩛	faː˥
㩝	hou˨˩
㩞	ʦʰaːk̚˧
㩟	ʦaːi˨
㩠	ou˥
㩡	lɔː˧˥
㩢	maːi˨˩
㩣	pʊk̚˥
㩤	fuː˥
㩥	ʦʰɐm˧˥
㩧	pɔːk̚˥
㩧㩧斋	pɔːk̚˥ pɔːk̚˥ ʦaːi˥
㩧㩧齋	pɔːk̚˥ pɔːk̚˥ tsaːi˥
㩧亲	pɔːk̚˥ ʦʰɐn˥
㩧头党	pɔːk̚˥ tʰɐu˨˩ tɔːŋ˧˥
㩧湿	pɔːk̚˥ sɐp̚˥
㩧濕	pɔːk̚˥ sɐp̚˥
㩧落去	pɔːk̚˥ lɔːk̚˨ hɵy˧
㩧落嚟	pɔːk̚˥ lɔːk̚˨ lei˨˩
㩧親	pɔːk̚˥ tsʰɐn˥
㩧頭黨	pɔːk̚˥ tʰɐu˨˩ tɔːŋ˧˥
㩨	wɐi˨
㩩	kʰɪŋ˧˥
㩪	kʰiːt̚˧
㩬	hei˥
㩭	kaːu˧˥
㩮	kʰiːn˨˩
㩯	pʰuːn˨˩
㩰	ʦiːu˧˥
㩱	ʦœːk̚˧
㩲	fuːn˥
㩴	kʊk̚˨
㩶	niːp̚˨
㩸	tiːp̚˨
㩹	tiːp̚˨
㩺	pʰei˥
㩻	hɐi˧˥
㩼	ʦiː˥
㩽	ʦʰɪk̚˥
㩾	ʦɵy˥
㩿	kʷaːt̚˨
㪀	ʦyː˥
㪁	kʰɐm˨˩
㪂	faːt̚˥
㪃	hɔː˥
㪄	faːt̚˥
㪅	kaːŋ˥
㪆	tɐi˧˥
㪇	siːn˧
㪈	kʷɐi˧
㪉	hɐp̚˨
㪊	kʷʰɐn˨˩
㪋	hɔːn˨
㪌	tʰɔːŋ˧˥
㪍	puːt̚˨
㪏	pei˧˥
㪐	lʊk̚˨
㪑	ʦiːp̚˨
㪒	ŋaːi˨˩
㪓	ʦʰɐi˨˩
㪔	saːn˧
㪕	tiːu˨
㪖	lʊk̚˨
㪗	tʰɐu˧˥
㪘	liːm˩˧
㪙	fɔː˧˥
㪛	ʦaːm˥
㪜	ʦʰɵy˧˥
㪝	liːn˨
㪞	mou˨
㪠	hiːm˧
㪡	hɔːt̚˧
㪢	saːu˧˥
㪣	hɐu˥
㪤	paːt̚˥
㪥	ʦaː˥
㪦	ʦaːn˩˧
㪧	kʰaːp̚˥
㪨	saːm˥
㪩	tʊk̚˨
㪪	saː˥
㪫	ʦɵy˨
㪬	ʦʰœːk̚˧
㪭	lou˨˩
㪮	lɪŋ˨˩
㪯	kɵy˧˥
㪰	ʦaːi˥
㪱	kʰuːt̚˧
㪴	kɐt̚˧
㪵	puːn˧
㪶	hʊk̚˨
㪷	tɐu˧˥
㪸	ʦʰaːm˧˥
㪹	laːu˧˥
㪻	kyːn˧
㪼	hɔː˧˥
㪽	sɔː˧˥
㪾	lɔːk̚˧
㪿	ʦiːt̚˧
㫀	tɪŋ˧˥
㫁	tyːn˨
㫂	ʦyː˧
㫃	ʦiːn˧˥
㫄	pʰɔːŋ˨˩
㫅	kʰei˨˩
㫊	ʦiː˧˥
㫋	ʦiːn˥
㫍	ʦaːu˨˩
㫎	fɐi˥
㫏	miːu˩˧
㫐	miːu˩˧
㫑	siː˨˩
㫒	kʊŋ˥
㫓	hei˧
㫔	kɐn˧
㫕	kʷɔːŋ˥
㫗	hɐu˩˧
㫘	mɐt̚˨
㫙	fuː˨˩
㫚	fɐt̚˥
㫛	kʷɔːŋ˧˥
㫜	tʰaːn˧˥
㫝	tɐi˥
㫞	tʰou˥
㫟	ʦyːn˨˩
㫡	tʊŋ˥
㫢	hɵy˧
㫤	ʦʰɔːŋ˧˥
㫥	mɪŋ˨˩
㫦	tʰou˥
㫧	pɔːk̚˧
㫨	ɔːn˥
㫩	ʦʰɵn˥
㫪	ʦʊŋ˥
㫫	hiːn˧˥
㫯	mou˨
㫰	lɔːŋ˩˧
㫱	nɐn˩˧
㫲	puːt̚˨
㫳	sɐn˨˩
㫴	hɐu˥
㫵	fei˥
㫶	ʦɐu˧˥
㫷	kei˥
㫸	ʦʰiːp̚˧
㫹	ʦʰʊk̚˥
㫺	sɪk̚˥
㫻	kʷʰaːn˧
㫼	ʦaːi˧
㫽	lʊk̚˨
㬁	ʦʰaːp̚˧
㬂	ʦyː˨˩
㬃	tʰɔːi˨˩
㬄	maː˨
㬅	maːn˨
㬆	mɐn˩˧
㬇	uːn˨
㬈	wɐn˥
㬊	uːn˨
㬋	hɐu˨˩
㬌	kɪŋ˧˥
㬍	pɔːk̚˧
㬎	hiːn˧˥
㬏	lɪk̚˨
㬐	ʦɵn˧
㬒	mɔːŋ˩˧
㬓	pʰɐu˥
㬔	hou˨˩
㬕	ʦœːŋ˨˩
㬗	ʦiːn˧˥
㬘	sʊk̚˥
㬙	wɐi˩˧
㬚	ʦʰiːt̚˧
㬛	kʰɐp̚˥
㬜	ʦɵn˧
㬝	ʦʰɐŋ˨˩
㬞	hɔːt̚˧
㬠	sɐi˧
㬡	lɪŋ˨˩
㬢	fuːi˥
㬣	tɵy˧
㬤	ʦaːp̚˥
㬥	pʊk̚˨
㬧	pɔːk̚˧
㬩	waːi˨
㬫	ʦiːn˧
㬬	ɐk̚˥
㬭	ʦiːu˧
㬮	nɐn˨
㬯	liːt̚˨
㬰	ʦyː˨˩
㬱	tʰɐi˧
㬲	tʰiːm˥
㬳	ŋ˩˧
㬴	fʊŋ˧˥
㬵	kaːu˥
㬶	hou˨
㬸	tʰiːu˥
㬹	ʦaːŋ˥
㬻	paːŋ˥
㬼	fʊk̚˨
㬿	taːn˨
㭁	ʦɪŋ˨˩
㭂	niːu˥
㭃	kɔːŋ˥
㭄	sɵn˧
㭇	ʦyːn˧˥
㭈	kʰyːt̚˧
㭉	waː˨˩
㭊	sɪk̚˥
㭋	pɐŋ˩˧
㭌	ʦyː˥
㭍	ʦʰɐt̚˥
㭎	kɔːŋ˥
㭏	wɐi˩˧
㭑	muːi˨
㭒	ʦiː˧˥
㭓	piːn˨
㭔	lou˨˩
㭕	kʰɵy˥
㭘	haːp̚˨
㭙	ʦaːk̚˨
㭚	lɵy˩˧
㭛	pʰaːi˧
㭜	ʦʊŋ˨˩
㭝	kʰɐu˨˩
㭞	lyːt̚˧
㭟	kʊŋ˧˥
㭠	siːn˧˥
㭡	sɐi˧
㭢	hɪŋ˥
㭤	niːu˩˧
㭨	jɛː˨˩
㭩	lyːt̚˧
㭪	fuː˥
㭫	ʦʰɔː˨˩
㭬	tʰou˩˧
㭭	paːt̚˧
㭮	ʦʰyːt̚˧
㭯	ʦʰiːt̚˧
㭰	ʦyː˥
㭱	haːp̚˨
㭲	kɪk̚˨
㭴	kiːn˥
㭸	tʰou˨˩
㭹	ʦiːn˨˩
㭺	ʦiːm˧˥
㭻	tʰɔːŋ˨˩
㭼	tɐp̚˨
㭽	tɐi˧˥
㭾	kʷɐt̚˨
㭿	ŋɔːŋ˨˩
㮀	haːm˨˩
㮁	ŋɐu˨˩
㮂	kʊk̚˥
㮃	wɐi˥
㮄	pɔːŋ˧˥
㮅	ʦɵy˥
㮆	ʦiːt̚˨
㮇	tʰiːm˧
㮈	nɔːi˨
㮋	ʦaːu˩˧
㮌	miːn˧˥
㮍	ʦiːn˥
㮎	puːi˥
㮏	nɔːi˨
㮐	sɪŋ˧˥
㮑	ʦʰaːp̚˧
㮒	ʦaːn˥
㮓	kɐŋ˧˥
㮔	ʦʰʊŋ˥
㮕	ʦyːn˩˧
㮖	kɐt̚˧
㮗	kʰaːn˨˩
㮘	maːu˨
㮙	ŋɔːk̚˨
㮚	lɵt̚˨
㮛	ʦʰiː˨˩
㮜	ʦɔːŋ˥
㮝	hɐt̚˨
㮞	ʦiːt̚˧
㮟	niːn˩˧
㮡	kuːn˧
㮢	hɐu˨˩
㮣	hʊk̚˥
㮤	ʦʰʊŋ˨˩
㮥	faːn˩˧
㮦	sɔːk̚˧
㮧	waːt̚˥
㮨	ʦɪk̚˥
㮩	sɪk̚˥
㮪	kʰʊŋ˨˩
㮫	haːt̚˨
㮬	ʦʊŋ˥
㮭	hɐm˨˩
㮮	kiːt̚˧
㮯	wɐn˨˩
㮰	pʰei˨˩
㮱	sɪŋ˥
㮲	ʦʰaːi˥
㮳	ʦaːm˨
㮴	sɐu˥
㮵	ʦiːn˥
㮶	sɐk̚˧
㮷	kɐi˥
㮸	sʊŋ˧
㮹	ʦiː˧˥
㮺	puːn˧˥
㮾	lɔːŋ˩˧
㮿	piːt̚˥
㯀	syːn˨˩
㯁	pʰɐŋ˩˧
㯂	taːi˧
㯃	ʦʰɐt̚˥
㯄	ʦiː˥
㯅	pei˥
㯆	ʦʰaːn˧˥
㯇	pɐi˨
㯈	ʦʰʊk̚˥
㯉	wɔːk̚˨
㯊	hɐn˨˩
㯋	wɪŋ˨
㯌	ʦʰyːn˨˩
㯍	ʦœːŋ˧
㯏	kʊk̚˥
㯐	tʰɵy˧˥
㯓	tʰaːp̚˧
㯔	ʦʰɵy˧
㯕	sɐi˥
㯖	taːk̚˥
㯗	haːn˨˩
㯘	fuːn˧˥
㯙	ʦʰiːt̚˧
㯚	taːp̚˧
㯛	uː˨˩
㯜	sɵy˨
㯝	lɵt̚˨
㯞	kyːn˧
㯟	lʊk̚˥
㯠	ʦiːn˩˧
㯡	pʰɐu˧
㯢	ʦɐm˨
㯣	fɐn˥
㯥	ʦʰou˨˩
㯦	kʰei˨˩
